,movieId,title,tag,genresList,year,soup
1174,6732,"Hello, Dolly! (1969)",matchmaker,comedy musical romance,1969,matchmaker comedy musical romance
1175,6744,Once Bitten (1985),vampire,comedy horror,1985,vampire comedy horror
1176,6753,Secondhand Lions (2003),Animal movie,children comedy drama,2003,animal movie children comedy drama
1177,6768,Luther (2003),religion,drama,2003,religion drama
1178,6770,My Life Without Me (2003),adultery terminal illness,drama romance,2003,adultery terminal illness drama romance
1179,6773,"Triplets of Belleville, The (Les triplettes de Belleville) (2003)",biking,animation comedy fantasy,2003,biking animation comedy fantasy
1180,6776,Lagaan: Once Upon a Time in India (2001),India,comedy drama musical romance,2001,india comedy drama musical romance
1181,6785,Seven Brides for Seven Brothers (1954),Lonesome Polecat,comedy musical romance western,1954,lonesome polecat comedy musical romance western
1182,6786,Kiss of the Spider Woman (1985),In Netflix queue,drama,1985,in netflix queue drama
1183,6787,All the President's Men (1976),journalism Watergate Deep Throat,drama thriller,1976,journalism watergate deep throat drama thriller
1184,6788,Angie (1994),pregnancy,comedy drama romance,1994,pregnancy comedy drama romance
1185,6791,Babette's Feast (Babettes gæstebud) (1987),Food,drama,1987,food drama
1186,6807,Monty Python's The Meaning of Life (1983),british comedy,comedy,1983,british comedy comedy
1187,6810,Sleeping with the Enemy (1991),domestic violence,drama thriller,1991,domestic violence drama thriller
1188,6820,Ginger Snaps (2000),werewolf,drama horror thriller,2000,werewolf drama horror thriller
1189,6832,Regarding Henry (1991),amnesia,drama,1991,amnesia drama
1190,6849,Scrooge (1970),Christmas,drama fantasy musical,1970,christmas drama fantasy musical
1191,6852,In Cold Blood (1967),black and white Capote crime death penalty murder,crime drama,1967,black and white capote crime death penalty murder crime drama
1192,6856,Yankee Doodle Dandy (1942),biopic,drama musical,1942,biopic drama musical
1193,6863,School of Rock (2003),school,comedy musical,2003,school comedy musical
1194,6867,"Station Agent, The (2003)",trains,comedy drama,2003,trains comedy drama
1195,6870,Mystic River (2003),child abuse kidnapping,crime drama mystery,2003,child abuse kidnapping crime drama mystery
1196,6874,Kill Bill: Vol. 1 (2003),martial arts revenge,action crime thriller,2003,martial arts revenge action crime thriller
1197,6881,Pieces of April (2003),Thanksgiving,comedy drama,2003,thanksgiving comedy drama
1198,6890,Elephant (2003),adolescence violence in america,drama,2003,adolescence violence in america drama
1199,6909,"Eye, The (Gin gwai) (Jian gui) (2002)",transplants,thriller,2002,transplants thriller
1200,6912,You'll Never Get Rich (1941),Rita Hayworth can dance!,comedy musical romance,1941,rita hayworth can dance! comedy musical romance
1201,6918,"Unvanquished, The (Aparajito) (1957)",India,drama,1957,india drama
1202,6932,Shattered Glass (2003),journalism,crime drama,2003,journalism crime drama
1203,6936,Elf (2003),christmas,children comedy fantasy,2003,christmas children comedy fantasy
1204,6944,Father of the Bride (1991),remake wedding,comedy,1991,remake wedding comedy
1205,6948,Tupac: Resurrection (2003),music business rap,documentary,2003,music business rap documentary
1206,6963,Devil's Playground (2002),Amish,documentary,2002,amish documentary
1207,6970,Desk Set (1957),Hepburn and Tracy,comedy romance,1957,hepburn and tracy comedy romance
1208,6979,WarGames (1983),Cold War,drama sci-fi thriller,1983,cold war drama sci-fi thriller
1209,6981,"Ordet (Word, The) (1955)",religion,drama,1955,religion drama
1210,6984,"Tale of Two Cities, A (1935)",Dickens,drama,1935,dickens drama
1211,6985,"Passion of Joan of Arc, The (Passion de Jeanne d'Arc, La) (1928)",saint,drama,1928,saint drama
1212,6993,Hannah and Her Sisters (1986),family,comedy drama romance,1986,family comedy drama romance
1213,7013,"Night of the Hunter, The (1955)",good and evil,drama film-noir thriller,1955,good and evil drama film-noir thriller
1214,7018,Presumed Innocent (1990),court Scott Turow,crime drama thriller,1990,court scott turow crime drama thriller
1215,7023,"Wedding Banquet, The (Xi yan) (1993)",In Netflix queue,comedy drama romance,1993,in netflix queue comedy drama romance
1216,7025,"Midnight Clear, A (1992)",In Netflix queue,drama war,1992,in netflix queue drama war
1217,7049,Flying Down to Rio (1933),Astaire and Rogers,comedy musical romance,1933,astaire and rogers comedy musical romance
1218,7050,Follow the Fleet (1936),Astaire and Rogers,comedy musical romance,1936,astaire and rogers comedy musical romance
1219,7053,Roberta (1935),Astaire and Rogers,comedy musical romance,1935,astaire and rogers comedy musical romance
1220,7055,Swing Time (1936),Astaire and Rogers,comedy musical romance,1936,astaire and rogers comedy musical romance
1221,7059,National Velvet (1944),horses,children drama,1944,horses children drama
1222,7061,Dark Victory (1939),terminal illness,drama romance,1939,terminal illness drama romance
1223,7062,Birdman of Alcatraz (1962),birds prison,drama,1962,birds prison drama
1224,7069,"Macbeth (a.k.a. Tragedy of Macbeth, The) (1971)",In Netflix queue Shakespeare,drama,1971,in netflix queue shakespeare drama
1225,7070,Red River (1948),cattle drive,action adventure western,1948,cattle drive action adventure western
1226,7071,"Woman Under the Influence, A (1974)",In Netflix queue,drama,1974,in netflix queue drama
1227,7073,"Shot in the Dark, A (1964)",Clousseau,comedy crime mystery,1964,clousseau comedy crime mystery
1228,7079,"Hunchback of Notre Dame, The (1939)",disability,drama,1939,disability drama
1229,7086,Pygmalion (1938),George Bernard Shaw,comedy drama,1938,george bernard shaw comedy drama
1230,7087,"Passage to India, A (1984)",E.M. Forster,adventure drama,1984,e.m. forster adventure drama
1231,7088,Black Orpheus (Orfeu Negro) (1959),In Netflix queue,drama romance,1959,in netflix queue drama romance
1232,7090,Hero (Ying xiong) (2002),martial arts,action adventure drama,2002,martial arts action adventure drama
1233,7091,Horse Feathers (1932),Marx brothers,comedy,1932,marx brothers comedy
1234,7121,Adam's Rib (1949),Hepburn and Tracy,comedy romance,1949,hepburn and tracy comedy romance
1235,7132,"Night at the Opera, A (1935)",Marx brothers opera,comedy musical romance,1935,marx brothers opera comedy musical romance
1236,7139,In America (2002),immigrants,drama romance,2002,immigrants drama romance
1237,7141,My Flesh and Blood (2003),In Netflix queue,documentary,2003,in netflix queue documentary
1238,7156,"Fog of War: Eleven Lessons from the Life of Robert S. McNamara, The (2003)",Vietnam,documentary war,2003,vietnam documentary war
1239,7158,House of Sand and Fog (2003),real estate,drama,2003,real estate drama
1240,7160,Monster (2003),serial killer,crime drama,2003,serial killer crime drama
1241,7162,Cold Mountain (2003),Civil War,drama romance war,2003,civil war drama romance war
1242,7190,Jane Eyre (1970),Charlotte Bronte,drama,1970,charlotte bronte drama
1243,7212,I Was a Male War Bride (1949),cross dressing men in drag,comedy romance,1949,cross dressing men in drag comedy romance
1244,7217,Dark Passage (1947),amnesia,crime drama film-noir romance thriller,1947,amnesia crime drama film-noir romance thriller
1245,7218,"Ox-Bow Incident, The (1943)",In Netflix queue,drama western,1943,in netflix queue drama western
1246,7219,They Drive by Night (1940),truckers,drama,1940,truckers drama
1247,7234,"Strada, La (1954)",circus,drama,1954,circus drama
1248,7256,Touching the Void (2003),mountain climbing,adventure documentary,2003,mountain climbing adventure documentary
1249,7285,Thirteen (2003),adolescence,drama,2003,adolescence drama
1250,7301,Diary of a Country Priest (Journal d'un curé de campagne) (1951),priest religion,drama,1951,priest religion drama
1251,7318,"Passion of the Christ, The (2004)",religion,drama,2004,religion drama
1252,7323,"Good bye, Lenin! (2003)",Cold War,comedy drama,2003,cold war comedy drama
1253,7371,Dogville (2003),Grace,drama mystery thriller,2003,grace drama mystery thriller
1254,7382,I'm Not Scared (Io non ho paura) (2003),adolescence crime for katie,drama mystery thriller,2003,adolescence crime for katie drama mystery thriller
1255,7438,Kill Bill: Vol. 2 (2004),revenge,action drama thriller,2004,revenge action drama thriller
1256,7440,Paper Clips (2004),Holocaust,documentary,2004,holocaust documentary
1257,7479,Watch on the Rhine (1943),World War II,drama,1943,world war ii drama
1258,7493,"Three Faces of Eve, The (1957)",multiple personalities,drama,1957,multiple personalities drama
1259,7572,Wit (2001),cancer,drama,2001,cancer drama
1260,7584,Woman of the Year (1942),Hepburn and Tracy marriage,comedy romance,1942,hepburn and tracy marriage comedy romance
1261,7614,Oklahoma! (1955),Rogers and Hammerstein,musical romance western,1955,rogers and hammerstein musical romance western
1262,7618,Chaplin (1992),biopic In Netflix queue,drama,1992,biopic in netflix queue drama
1263,7619,"Miracle Worker, The (1962)",blindness deaf,drama,1962,blindness deaf drama
1264,7646,Rose Red (2002),Stephen King,horror mystery thriller,2002,stephen king horror mystery thriller
1265,7649,Babylon 5: In the Beginning (1998),space station,adventure sci-fi,1998,space station adventure sci-fi
1266,7700,"Wages of Fear, The (Salaire de la peur, Le) (1953)",In Netflix queue,action adventure drama thriller,1953,in netflix queue action adventure drama thriller
1267,7705,Pat and Mike (1952),Hepburn and Tracy sports,comedy romance,1952,hepburn and tracy sports comedy romance
1268,7713,Cat People (1942),sexuality,drama horror romance thriller,1942,sexuality drama horror romance thriller
1269,7714,Camelot (1967),King Arthur,drama musical romance,1967,king arthur drama musical romance
1270,7728,"Postman Always Rings Twice, The (1946)",adultery,crime drama film-noir thriller,1946,adultery crime drama film-noir thriller
1271,7748,Pierrot le fou (1965),In Netflix queue,crime drama,1965,in netflix queue crime drama
1272,7766,Throne of Blood (Kumonosu jô) (1957),MacBeth,action drama thriller war,1957,macbeth action drama thriller war
1273,7789,"11'09""01 - September 11 (2002)",terrorism,drama,2002,terrorism drama
1274,7792,"Parallax View, The (1974)",In Netflix queue,thriller,1974,in netflix queue thriller
1275,7831,Another Thin Man (1939),Nick and Nora Charles,comedy crime drama mystery romance,1939,nick and nora charles comedy crime drama mystery romance
1276,7832,"Thin Man Goes Home, The (1945)",Nick and Nora Charles,comedy crime mystery,1945,nick and nora charles comedy crime mystery
1277,7833,Shadow of the Thin Man (1941),Nick and Nora Charles,comedy crime mystery,1941,nick and nora charles comedy crime mystery
1278,7834,After the Thin Man (1936),Nick and Nora Charles,comedy crime mystery romance,1936,nick and nora charles comedy crime mystery romance
1279,7835,Song of the Thin Man (1947),Nick and Nora Charles,comedy crime drama musical mystery romance,1947,nick and nora charles comedy crime drama musical mystery romance
1280,7924,Stray Dog (Nora inu) (1949),In Netflix queue,drama film-noir thriller,1949,in netflix queue drama film-noir thriller
1281,7926,High and Low (Tengoku to jigoku) (1963),In Netflix queue,crime drama film-noir thriller,1963,in netflix queue crime drama film-noir thriller
1282,7932,Dark Days (2000),Amtrak Homeless independent New York Sundance award winner Train,documentary,2000,amtrak homeless independent new york sundance award winner train documentary
1283,7934,Zelig (1983),psychology,comedy,1983,psychology comedy
1284,7981,Infernal Affairs (Mou gaan dou) (2002),police,crime drama thriller,2002,police crime drama thriller
1285,7983,Broadway Danny Rose (1984),show business,comedy,1984,show business comedy
1286,8011,"Weather Underground, The (2002)",politics,documentary,2002,politics documentary
1287,8014,"Spring, Summer, Fall, Winter... and Spring (Bom yeoreum gaeul gyeoul geurigo bom) (2003)",In Netflix queue,drama,2003,in netflix queue drama
1288,8019,Dark Water (Honogurai mizu no soko kara) (2002),remade,drama horror mystery thriller,2002,remade drama horror mystery thriller
1289,8033,How to Steal a Million (1966),In Netflix queue,comedy crime romance,1966,in netflix queue comedy crime romance
1290,8094,Bad Day at Black Rock (1955),In Netflix queue,drama thriller western,1955,in netflix queue drama thriller western
1291,8153,Lust for Life (1956),Van Gogh,drama,1956,van gogh drama
1292,8167,Captain Blood (1935),swashbuckler,action adventure romance,1935,swashbuckler action adventure romance
1293,8183,Educating Rita (1983),In Netflix queue,comedy drama,1983,in netflix queue comedy drama
1294,8188,Sansho the Bailiff (Sanshô dayû) (1954),Not available from Netflix,drama,1954,not available from netflix drama
1295,8190,"Americanization of Emily, The (1964)",In Netflix queue,comedy drama war,1964,in netflix queue comedy drama war
1296,8191,Anne of the Thousand Days (1969),Anne Boleyn,drama,1969,anne boleyn drama
1297,8197,Hiroshima Mon Amour (1959),In Netflix queue,drama romance war,1959,in netflix queue drama romance war
1298,8207,"Day of the Jackal, The (1973)",assassination,crime thriller,1973,assassination crime thriller
1299,8228,"Maltese Falcon, The (a.k.a. Dangerous Female) (1931)",heist,mystery,1931,heist mystery
1300,8235,Safety Last! (1923),Clock,action comedy romance,1923,clock action comedy romance
1301,8266,Purple Rain (1984),Prince,drama musical,1984,prince drama musical
1302,8275,College (1927),In Netflix queue,comedy,1927,in netflix queue comedy
1303,8337,"Caine Mutiny, The (1954)",military,drama war,1954,military drama war
1304,8338,Black Narcissus (1947),convent religion,drama,1947,convent religion drama
1305,8341,Oliver Twist (1948),Dickens,adventure crime drama,1948,dickens adventure crime drama
1306,8360,Shrek 2 (2004),ogres,adventure animation children comedy musical romance,2004,ogres adventure animation children comedy musical romance
1307,8366,Saved! (2004),pregnancy religion,comedy drama,2004,pregnancy religion comedy drama
1308,8368,Harry Potter and the Prisoner of Azkaban (2004),Magic Wizards,adventure fantasy imax,2004,magic wizards adventure fantasy imax
1309,8375,"Hunting of the President, The (2004)",politics,documentary,2004,politics documentary
1310,8376,Napoleon Dynamite (2004),high school,comedy,2004,high school comedy
1311,8379,"Dresser, The (1983)",In Netflix queue,drama,1983,in netflix queue drama
1312,8382,Hello Again (1987),death,comedy,1987,death comedy
1313,8424,"Divorcee, The (1930)",divorce,drama romance,1930,divorce drama romance
1314,8446,Sands of Iwo Jima (1949),World War II,action drama romance war,1949,world war ii action drama romance war
1315,8463,Johnny Belinda (1948),deafness,drama,1948,deafness drama
1316,8464,Super Size Me (2004),food McDonalds,comedy documentary drama,2004,food mcdonalds comedy documentary drama
1317,8507,Freaks (1932),circus,crime drama horror,1932,circus crime drama horror
1318,8530,Dear Frankie (2004),Ireland,drama romance,2004,ireland drama romance
1319,8580,Into the Woods (1991),fairy tales In Netflix queue,adventure comedy fantasy musical,1991,fairy tales in netflix queue adventure comedy fantasy musical
1320,8607,Tokyo Godfathers (2003),In Netflix queue,adventure animation drama,2003,in netflix queue adventure animation drama
1321,8609,Our Hospitality (1923),In Netflix queue,comedy,1923,in netflix queue comedy
1322,8622,Fahrenheit 9/11 (2004),politics terrorism,documentary,2004,politics terrorism documentary
1323,8636,Spider-Man 2 (2004),Doc Ock,action adventure sci-fi imax,2004,doc ock action adventure sci-fi imax
1324,8638,Before Sunset (2004),generation X,drama romance,2004,generation x drama romance
1325,8645,"Maria Full of Grace (Maria, Llena eres de gracia) (2004)",drugs immigrants,crime drama,2004,drugs immigrants crime drama
1326,8695,"Bachelor and the Bobby-Soxer, The (1947)",court,comedy,1947,court comedy
1327,8714,Night and Day (1946),Cole Porter,drama musical,1946,cole porter drama musical
1328,8754,"Prime of Miss Jean Brodie, The (1969)",Oscar (Best Actress),drama,1969,oscar (best actress) drama
1329,8765,This Gun for Hire (1942),In Netflix queue,crime film-noir thriller,1942,in netflix queue crime film-noir thriller
1330,8784,Garden State (2004),psychology,comedy drama romance,2004,psychology comedy drama romance
1331,8796,"Funny Thing Happened on the Way to the Forum, A (1966)",Rome,comedy musical,1966,rome comedy musical
1332,8809,Danny Deckchair (2003),Australia,comedy romance,2003,australia comedy romance
1333,8827,"Bill Cosby, Himself (1983)",Stand Up,comedy documentary,1983,stand up comedy documentary
1334,8838,Alice Doesn't Live Here Anymore (1974),In Netflix queue,drama romance,1974,in netflix queue drama romance
1335,8874,Shaun of the Dead (2004),zombies,comedy horror,2004,zombies comedy horror
1336,8875,"Come Back, Little Sheba (1952)",alcoholism marriage,drama,1952,alcoholism marriage drama
1337,8879,Murder on the Orient Express (1974),Agatha Christie Oscar (Best Supporting Actress) train,crime mystery thriller,1974,agatha christie oscar (best supporting actress) train crime mystery thriller
1338,8880,Mask (1985),disability,drama,1985,disability drama
1339,8914,Primer (2004),time travel,drama sci-fi,2004,time travel drama sci-fi
1340,8920,"Country Girl, The (1954)",Oscar (Best Actress),drama,1954,oscar (best actress) drama
1341,8938,Tarnation (2003),parenthood psychology,documentary,2003,parenthood psychology documentary
1342,8943,Being Julia (2004),stage,comedy drama,2004,stage comedy drama
1343,8949,Sideways (2004),wine,comedy drama romance,2004,wine comedy drama romance
1344,8951,Vera Drake (2004),abortion,drama,2004,abortion drama
1345,8958,Ray (2004),biopic,drama,2004,biopic drama
1346,8961,"Incredibles, The (2004)",Disney superhero animation Samuel L. Jackson,action adventure animation children comedy,2004,disney superhero animation samuel l. jackson action adventure animation children comedy
1347,8970,Finding Neverland (2004),Peter Pan,drama,2004,peter pan drama
1348,8979,Guerrilla: The Taking of Patty Hearst (2004),Hearst,documentary,2004,hearst documentary
1349,8983,House of Flying Daggers (Shi mian mai fu) (2004),martial arts,action drama romance,2004,martial arts action drama romance
1350,8998,That's Entertainment (1974),In Netflix queue,documentary,1974,in netflix queue documentary
1351,9018,Control Room (2004),journalism,documentary war,2004,journalism documentary war
1352,25753,Greed (1924),gold,drama,1924,gold drama
1353,25825,Fury (1936),revenge,drama film-noir,1936,revenge drama film-noir
1354,25841,Stage Door (1937),show business,drama,1937,show business drama
1355,25855,"Roaring Twenties, The (1939)",In Netflix queue,crime drama thriller,1939,in netflix queue crime drama thriller
1356,25865,"Letter, The (1940)",In Netflix queue,drama film-noir,1940,in netflix queue drama film-noir
1357,25886,Random Harvest (1942),made me cry,drama romance,1942,made me cry drama romance
1358,25940,"Lady from Shanghai, The (1947)",mirrors,drama film-noir mystery,1947,mirrors drama film-noir mystery
1359,25952,"Letter to Three Wives, A (1949)",In Netflix queue,comedy drama,1949,in netflix queue comedy drama
1360,26085,Mutiny on the Bounty (1962),Not available from Netflix,adventure drama romance,1962,not available from netflix adventure drama romance
1361,26131,"Battle of Algiers, The (La battaglia di Algeri) (1966)",In Netflix queue,drama war,1966,in netflix queue drama war
1362,26151,Au Hasard Balthazar (1966),donkey,crime drama,1966,donkey crime drama
1363,26242,Duel (1971),In Netflix queue,action mystery thriller,1971,in netflix queue action mystery thriller
1364,26662,Kiki's Delivery Service (Majo no takkyûbin) (1989),anime,adventure animation children drama fantasy,1989,anime adventure animation children drama fantasy
1365,26776,Porco Rosso (Crimson Pig) (Kurenai no buta) (1992),In Netflix queue,adventure animation comedy fantasy romance,1992,in netflix queue adventure animation comedy fantasy romance
1366,27731,"Cat Returns, The (Neko no ongaeshi) (2002)",In Netflix queue,adventure animation children fantasy,2002,in netflix queue adventure animation children fantasy
1367,27741,"Twilight Samurai, The (Tasogare Seibei) (2002)",In Netflix queue,drama romance,2002,in netflix queue drama romance
1368,27790,Millions (2004),religion saints,children comedy crime drama fantasy,2004,religion saints children comedy crime drama fantasy
1369,27820,"Story of the Weeping Camel, The (Geschichte vom weinenden Kamel, Die) (2003)",Animal movie camels,documentary drama,2003,animal movie camels documentary drama
1370,27834,"Return, The (Vozvrashcheniye) (2003)",fatherhood,drama,2003,fatherhood drama
1371,27838,Mean Creek (2004),revenge,drama thriller,2004,revenge drama thriller
1372,27878,Born into Brothels (2004),India,documentary,2004,india documentary
1373,27882,Riding Giants (2004),surfing,documentary,2004,surfing documentary
1374,30707,Million Dollar Baby (2004),boxing,drama,2004,boxing drama
1375,30749,Hotel Rwanda (2004),genocide,drama war,2004,genocide drama war
1376,30793,Charlie and the Chocolate Factory (2005),roald dahl,adventure children comedy fantasy imax,2005,roald dahl adventure children comedy fantasy imax
1377,30812,"Aviator, The (2004)",biopic Howard Hughes movie business,drama,2004,biopic howard hughes movie business drama
1378,30820,"Woodsman, The (2004)",child abuse,drama,2004,child abuse drama
1379,30822,In Good Company (2004),busniess,comedy drama,2004,busniess comedy drama
1380,30850,"Merchant of Venice, The (2004)",Shakespeare,drama,2004,shakespeare drama
1381,31030,I Remember Mama (1948),motherhood,children drama,1948,motherhood children drama
1382,31437,Nobody Knows (Dare mo shiranai) (2004),orphans,drama,2004,orphans drama
1383,31903,Zelary (2003),marriage,drama romance,2003,marriage drama romance
1384,31923,"Three Musketeers, The (1973)",In Netflix queue,action adventure comedy,1973,in netflix queue action adventure comedy
1385,32160,Twentieth Century (1934),In Netflix queue,comedy,1934,in netflix queue comedy
1386,32371,Call Northside 777 (1948),In Netflix queue,crime drama film-noir,1948,in netflix queue crime drama film-noir
1387,32582,"Wild Parrots of Telegraph Hill, The (2003)",birds parrots,documentary,2003,birds parrots documentary
1388,32584,"Ballad of Jack and Rose, The (2005)",fatherhood,drama,2005,fatherhood drama
1389,33154,Enron: The Smartest Guys in the Room (2005),business money scandal,documentary,2005,business money scandal documentary
1390,33166,Crash (2004),racism,crime drama,2004,racism crime drama
1391,33493,Star Wars: Episode III - Revenge of the Sith (2005),space space opera,action adventure sci-fi,2005,space space opera action adventure sci-fi
1392,34271,Hustle & Flow (2005),hip hop,crime drama,2005,hip hop crime drama
1393,34359,Georgy Girl (1966),pregnancy,comedy,1966,pregnancy comedy
1394,34437,Broken Flowers (2005),In Netflix queue,comedy drama,2005,in netflix queue comedy drama
1395,34482,"Browning Version, The (1951)",In Netflix queue,drama,1951,in netflix queue drama
1396,34528,Junebug (2005),pregnancy,comedy drama,2005,pregnancy comedy drama
1397,34542,Grizzly Man (2005),Animal movie bears,documentary,2005,animal movie bears documentary
1398,35015,Duma (2005),Animal movie In Netflix queue,adventure drama,2005,animal movie in netflix queue adventure drama
1399,36517,"Constant Gardener, The (2005)",Africa business politics,drama thriller,2005,africa business politics drama thriller
1400,36527,Proof (2005),mathematics,drama,2005,mathematics drama
1401,36535,Everything Is Illuminated (2005),In Netflix queue,comedy drama,2005,in netflix queue comedy drama
1402,37240,Why We Fight (2005),In Netflix queue,documentary,2005,in netflix queue documentary
1403,37733,"History of Violence, A (2005)",In Netflix queue,action crime drama thriller,2005,in netflix queue action crime drama thriller
1404,37736,Oliver Twist (2005),Dickens,drama,2005,dickens drama
1405,37741,Capote (2005),Truman Capote,crime drama,2005,truman capote crime drama
1406,38038,Wallace & Gromit in The Curse of the Were-Rabbit (2005),06 Oscar Nominated Best Movie - Animation Aardman,adventure animation children comedy,2005,06 oscar nominated best movie - animation aardman adventure animation children comedy
1407,38886,"Squid and the Whale, The (2005)",divorce,comedy drama,2005,divorce comedy drama
1408,39234,North Country (2005),courtroom drama In Netflix queue,drama,2005,courtroom drama in netflix queue drama
1409,39292,"Good Night, and Good Luck. (2005)",In Netflix queue journalism McCarthy hearings Morrow,crime drama,2005,in netflix queue journalism mccarthy hearings morrow crime drama
1410,40583,Syriana (2005),In Netflix queue,drama thriller,2005,in netflix queue drama thriller
1411,40629,Pride & Prejudice (2005),In Netflix queue,drama romance,2005,in netflix queue drama romance
1412,40815,Harry Potter and the Goblet of Fire (2005),Magic Wizards,adventure fantasy thriller imax,2005,magic wizards adventure fantasy thriller imax
1413,40819,Walk the Line (2005),Johnny Cash,drama musical romance,2005,johnny cash drama musical romance
1414,41566,"Chronicles of Narnia: The Lion, the Witch and the Wardrobe, The (2005)",C.S. Lewis,adventure children fantasy,2005,c.s. lewis adventure children fantasy
1415,41997,Munich (2005),In Netflix queue,action crime drama thriller,2005,in netflix queue action crime drama thriller
1416,42002,"Producers, The (2005)",In Netflix queue,comedy musical,2005,in netflix queue comedy musical
1417,42740,Looking for Comedy in the Muslim World (2005),In Netflix queue,comedy,2005,in netflix queue comedy
1418,1274,Akira (1988),animation anime visually stunning,action adventure animation sci-fi,1988,animation anime visually stunning action adventure animation sci-fi
1419,2393,Star Trek: Insurrection (1998),cameo:Whoopi Goldberg space opera Star Trek,action drama romance sci-fi,1998,cameo:whoopi goldberg space opera star trek action drama romance sci-fi
1420,2694,Big Daddy (1999),Adam Sandler,comedy,1999,adam sandler comedy
1421,2706,American Pie (1999),best comedy Chris Klein dumb Jason Biggs not funny pizza beer Seann William Scott teen,comedy romance,1999,best comedy chris klein dumb jason biggs not funny pizza beer seann william scott teen comedy romance
1422,4454,More (1998),claymation creativity dystopia free to download imagination no dialogue social commentary,animation drama sci-fi imax,1998,claymation creativity dystopia free to download imagination no dialogue social commentary animation drama sci-fi imax
1423,4725,Session 9 (2001),mental hospital psychology suspense Well Done,horror thriller,2001,mental hospital psychology suspense well done horror thriller
1424,5459,Men in Black II (a.k.a. MIIB) (a.k.a. MIB 2) (2002),crappy sequel first was much better sequel,action comedy sci-fi,2002,crappy sequel first was much better sequel action comedy sci-fi
1425,7439,"Punisher, The (2004)",comic book,action crime thriller,2004,comic book action crime thriller
1426,8783,"Village, The (2004)",Atmospheric good soundtrack M. Night Shyamalan,drama mystery thriller,2004,atmospheric good soundtrack m. night shyamalan drama mystery thriller
1427,41569,King Kong (2005),big budget,action adventure drama fantasy thriller,2005,big budget action adventure drama fantasy thriller
1428,42422,Voices of a Distant Star (Hoshi no koe) (2003),love,animation drama romance sci-fi,2003,love animation drama romance sci-fi
1429,45499,X-Men: The Last Stand (2006),Halle Berry Hugh Jackman,action sci-fi thriller,2006,halle berry hugh jackman action sci-fi thriller
1430,45730,Lady in the Water (2006),bad disappointing faerie tale fairy tale far fetched M. Night Shyamalan Paul Giamatti,drama fantasy mystery,2006,bad disappointing faerie tale fairy tale far fetched m. night shyamalan paul giamatti drama fantasy mystery
1431,47610,"Illusionist, The (2006)",costume drama Edward Norton magic Paul Giamatti,drama fantasy mystery romance,2006,costume drama edward norton magic paul giamatti drama fantasy mystery romance
1432,52885,Paprika (Papurika) (2006),dreamlike,animation mystery sci-fi,2006,dreamlike animation mystery sci-fi
1433,53468,Fido (2006),zombies,comedy horror thriller,2006,zombies comedy horror thriller
1434,54503,Superbad (2007),friendship high school Michael Cera nerds self discovery shenanigans virginity,comedy,2007,friendship high school michael cera nerds self discovery shenanigans virginity comedy
1435,55167,Tekkonkinkreet (Tekkon kinkurîto) (2006),anime,action adventure animation crime fantasy,2006,anime action adventure animation crime fantasy
1436,56174,I Am Legend (2007),alone in the world apocalypse based on a book last man on earth plot holes Post apocalyptic post-apocalyptic religion vampire,action horror sci-fi thriller imax,2007,alone in the world apocalypse based on a book last man on earth plot holes post apocalyptic post-apocalyptic religion vampire action horror sci-fi thriller imax
1437,56367,Juno (2007),Michael Cera notable soundtrack pregnancy teenage pregnancy witty,comedy drama romance,2007,michael cera notable soundtrack pregnancy teenage pregnancy witty comedy drama romance
1438,57669,In Bruges (2008),black comedy Colin Farrell dark comedy drugs friendship irreverent Ralph Fiennes stylized,comedy crime drama thriller,2008,black comedy colin farrell dark comedy drugs friendship irreverent ralph fiennes stylized comedy crime drama thriller
1439,59141,Son of Rambow (2007),movies about movies,children comedy drama,2007,movies about movies children comedy drama
1440,60069,WALL·E (2008),last man on earth love story Post apocalyptic social commentary,adventure animation children romance sci-fi,2008,last man on earth love story post apocalyptic social commentary adventure animation children romance sci-fi
1441,62336,FLCL (2000),2D animation cult film stylish surreal,animation comedy fantasy sci-fi,2000,2d animation cult film stylish surreal animation comedy fantasy sci-fi
1442,66934,Dr. Horrible's Sing-Along Blog (2008),joss whedon Nathan Fillion Neil Patrick Harris parody,comedy drama musical sci-fi,2008,joss whedon nathan fillion neil patrick harris parody comedy drama musical sci-fi
1443,67087,"I Love You, Man (2009)",Andy Samberg bromance bromantic comedy Jaime Pressly Jason Segel masculinity Paul Rudd,comedy,2009,andy samberg bromance bromantic comedy jaime pressly jason segel masculinity paul rudd comedy
1444,68237,Moon (2009),2001-like Sci-fi solitude,drama mystery sci-fi thriller,2009,2001-like sci-fi solitude drama mystery sci-fi thriller
1445,68358,Star Trek (2009),future lack of development lack of story quick cuts sci-fi Simon Pegg space space travel time travel,action adventure sci-fi imax,2009,future lack of development lack of story quick cuts sci-fi simon pegg space space travel time travel action adventure sci-fi imax
1446,68791,Terminator Salvation (2009),artificial intelligence bad acting bad plot bad script Christian Bale FIGHTING THE SYSTEM franchise new composer post-apocalyptic robots sci-fi sequel,action adventure sci-fi thriller,2009,artificial intelligence bad acting bad plot bad script christian bale fighting the system franchise new composer post-apocalyptic robots sci-fi sequel action adventure sci-fi thriller
1447,68945,Neon Genesis Evangelion: Death & Rebirth (Shin seiki Evangelion Gekijô-ban: Shito shinsei) (1997),Recap,action animation mystery sci-fi,1997,recap action animation mystery sci-fi
